date_rptd,area_name,crm_cd,vict_age,vict_sex,vict_descent,lat,lon,weapons_used_cd,Year
2023-06-01T00:00:00.000,Northeast,354,41,M,B,34.0983,-118.2436,,2020
2023-01-06T00:00:00.000,77th Street,354,22,F,P,33.9527,-118.3058,,2020
2021-03-01T00:00:00.000,Rampart,354,32,F,H,34.073,-118.2513,,2020
2021-12-05T00:00:00.000,Devonshire,354,64,M,X,34.2286,-118.5885,,2020
2023-03-22T00:00:00.000,Olympic,624,46,F,H,34.0635,-118.311,,2020
2023-06-01T00:00:00.000,N Hollywood,354,31,F,B,34.1797,-118.4014,,2020
2021-01-05T00:00:00.000,Hollywood,442,0,X,X,34.0981,-118.3103,,2020
2023-10-16T00:00:00.000,Olympic,354,32,M,W,34.0577,-118.2941,,2020
2023-03-25T00:00:00.000,Central,354,27,M,O,34.0466,-118.259,,2020
2022-01-09T00:00:00.000,N Hollywood,821,24,M,H,34.1758,-118.3643,,2020
2023-04-03T00:00:00.000,West LA,354,55,F,W,34.0894,-118.4418,,2020
2024-01-11T00:00:00.000,Southwest,354,34,F,B,34.0328,-118.323,,2020
2023-04-04T00:00:00.000,Northeast,354,17,F,B,34.1039,-118.2014,,2020
2022-06-27T00:00:00.000,Van Nuys,740,24,F,B,34.193,-118.4378,,2020
2023-06-08T00:00:00.000,Rampart,354,24,M,B,34.0613,-118.2765,,2020
2022-10-28T00:00:00.000,Mission,354,58,M,H,34.3184,-118.467,,2020
2022-05-15T00:00:00.000,Van Nuys,812,12,F,H,34.1817,-118.4509,,2020
2020-05-01T00:00:00.000,Pacific,510,0,,,34.0172,-118.4148,,2020
2023-11-26T00:00:00.000,Pacific,626,21,F,A,34.0123,-118.4328,,2020
2023-01-02T00:00:00.000,77th Street,354,27,F,B,33.9669,-118.2813,,2020
2023-11-02T00:00:00.000,Devonshire,310,51,F,H,34.2319,-118.5425,,2020
2023-04-21T00:00:00.000,Olympic,354,68,M,K,34.0564,-118.3131,,2020
2023-08-10T00:00:00.000,N Hollywood,354,0,M,O,34.1611,-118.3723,,2020
2022-09-02T00:00:00.000,West Valley,922,44,M,O,34.2177,-118.5317,,2020
2022-06-13T00:00:00.000,Foothill,354,61,M,W,34.2457,-118.385,,2020
2022-11-14T00:00:00.000,Olympic,354,53,F,A,34.0506,-118.3127,,2020
2022-08-17T00:00:00.000,West LA,649,63,F,W,34.046,-118.4652,,2020
2022-04-15T00:00:00.000,Hollywood,354,21,F,W,34.1034,-118.3325,,2020
2022-05-02T00:00:00.000,Southwest,627,10,F,B,34.0098,-118.3242,,2020
2023-05-15T00:00:00.000,Foothill,760,11,F,H,34.2612,-118.4288,,2020
2022-07-09T00:00:00.000,Rampart,354,57,X,B,34.0524,-118.2678,,2020
